Text;Prueba
 Aló Buenos días Sí buenos días  sería tan amable con Daniel cristancho  Sí con él con quién tengo el gusto  Don Daniel de la cruz de la Universidad haarena de Cali Cómo se encuentra el día de hoy  con quién perdón  de la Universidad javeriana de Cali Me escucha mejor  Ah sí dime  le estoy contactando Porque queremos validar su interés en el diplomado virtual en modelado 3D el cual solicité información anteriormente es correcto  sí  listo me indica Qué profesión tiene usted  economista y publicista  Listo me indicaría de pronto un poco de su experiencia acerca del tema de publicidad  13 años  se le comento tiene Bueno este diploma va a salir para iniciar el 18 de septiembre y estaría culminando el 9 de diciembre se va a dar en modalidad virtual es decir usted dispondrá de los tiempos que considere y cree necesarios para dedicarle al desarrollo del contenido del curso eh la duración  exactamente que Cuál es el contenido  el módulo o los contenidos del diplomado pues están dispuestos en seis módulos módulo uno de desarrollo personaje un módulo de introducción de modelado de 3D módulo es cultura digital 3D y retopología uno de V mapping uno de riging y otro de render alguna otra duda Pero qué programas Qué programas son  Si desea validar eh con más profundidad el contenido del programa pues le invito a que se dirija directamente la página y valida la información en este momento solo le puedo referir información general del programa  okay Y cuánto vale  la inversión que debe realizar es de 2,600,000 pesos puede pagar en efectivo tarjeta débito tarjeta de crédito convenio carta empresarial o también puede financiar el valor total del programa si así lo requiere indicaría mejor eh su correo electrónico para hacerle llegar la información y pueda validar el contenido del curso  tú tienes el correo yo lo dejé ahí en el en el formulario  me valida la información para verificar si es correcto  sí perchio@gmail.com  aló  Permíteme la corrección un momento  me repite nuevamente  Disculpa el programa Fer como como fercho  @gmail.com  Sí pero antes de la O la la i de iglesia no  listo  sí  Sí señor alguna otra inquietud adicional  esto Cuántas son la intensidad horaria  sabe Cuántos días  100 horas como la inicia anteriormente  Cuántos días o sea eso es un horario en una clase o o sea son clases en en vivo o  o grabada  como le indiqué anteriormente la modalidad es virtual usted dispondrá del tiempo que considere y crea necesario para el desarrollo de los módulos que se encuentran disponibles eh dentro de los módulos del diplomado  sí pero hay clases hay hay clases en vivo solamente son pregrabadas  No señor como le dije es estudio independiente  No te entiendo esa parte  sí  sí pero hay algún profesor que me dirija en clases en vivo  la modalidad virtual se basa básicamente el que usted dispone de los tiempos que se requiera que usted tenga disponibles para dedicarle eh digamos que al curso del programa Va a encontrar los videos va a encontrar No señor no hay clases en vivos  Ah okay es como cualquier otro curso que uno compra en internet  que todo es pregrabado  señor le voy a enviar la información a su correo usted valida pues nuevamente el contenido del curso si se ajusta o cree que es necesario a lo que usted está buscando dentro del mismo correo hay información acerca de los contactos en dado caso de que requiera algo más lo remite por el número  no es que yo estaba interesado porque porque Creí que eran clases en vivo pero no son clases en vivo  listo señor entonces entiendo que no está interesado en tomar el curso  listo entonces Muchísimas gracias por haber atendido mi llamada que tenga feliz día hasta luego;No
aló muy buen día tengo el gusto de hablar con la señorita Angie balcero  Buenos días y con ella  te habla Cristian Lozano de la universidad Cali Cómo te encuentras el día de hoy  muy bien  muy bien muchas gracias por preguntar Me alegra también que estés muy bien señorita Angie el motivo de mi llamada es porque has mostrado interés en nuestro curso en liderazgo ejecutivo quería consultarte si ya tuviste oportunidad de ver información del programa si presentabas dudas inquietudes  sí a mí ya me enviaron la información por correo pero resulta que va a ser un viaje Entonces ya no puedo tomarlo y y tengo otros otros propósitos en este momento  Okay comprendo esperamos entonces poder contar a futuro eh con tu participación dentro del programa  Okay muchas gracias  a ti por contestar mi llamada un excelente final de semana que estés muy bien  hasta luego  Hasta luego gracias;No
aló muy buenos días tengo gusto hablar con la señorita reina Carol  Sí con quién  señorita reina Te habla Cristian Lozano de la universidad javeriana Cali Cómo se encuentra el día de hoy  muy bien  Qué bueno saberlo señorita reina el motivo de mi llamada es porque has mostrado interés en nuestro diplomado en marketing estratégico quería consultarte si ya Tuviste la oportunidad de ver información del programa si presentas alguna duda alguna inquietud del mismo  me escuchas Hola;No
Aló Buenos días  días  Aló Buenos días Buenos días  la cruz de la Universidad de Cali Cómo te encuentras el día de hoy  bonito  muy bien Gracias Laura te estoy contactando debido a tu interés en el diploma energía renovables eficiencia energética del cual pues interés y del cual solicitaste pues información para realizar tu proceso de inscripción quisiéramos saber Pues cómo vas con tu proceso recordarte Pues que el día de hoy tienes plazo para aprovechar el beneficio por pronto pago y si pues vas a continuar con el proceso  sí  vale Laura Pues de igual manera La idea es que puedas aprovechar el beneficio como te digo la fecha de pronto pausa hasta el día de hoy y pues puedas eh aprovechar el pago con ese descuento listo  listo  vale me indicarías de pronto bajo qué modalidades vas a cancelar si vas a cancelar en efectivo vas a cancelar en línea  en efectivo  listo de igual manera Recuerda que debes Descargar el volante del enlace del cual ya se te envió información anteriormente si requieres nuevamente que se te envíe la información me indicas para hacértela llegar a tu número de WhatsApp  no sí la tengo muchas gracias  vale Laura a ti pretenderme llamada que tengas feliz día hasta luego  Feliz día para ti;No
Buen día tengo gusto de hablar con el señor Diego calisto  habla cristiano con quién perdón  Lozano de la universidad javeriana Cali Cómo te encuentras el día de hoy  bien gracias Me cogí un poquito ocupado me puedes llamar por ahí en una Dorita  porfa por WhatsApp  vale Te parece si te comparto Mientras tanto información del programa que estás interesado bueno señor perfecto ya le comparto la información feliz día que esté muy bien Hasta luego  Gracias hasta luego;No
aló Aló Buenos días por favor la señora María Orozco González  Sí sí De parte de quién  señora María mucho gusto habla con Ingrid bejarano de la Universidad javeriana de Cali cómo está  bien gracias Ay pero un momentico me cogieron una charla acá Entonces no puedo atenderla  el lunes a las 7  A qué hora me puedo contactar con ustedes mi estimada para es para perfecto me estaré comunicando Entonces el día las horas de la mañana que se muy bien Hasta luego  Bueno bueno Gracias Bueno hasta luego gracias;No
 aló muy buenos días tengo el gusto de hablar con la señorita Paula Vera  sí por qué no hablo  señorita Paula te habla Cristian Lozano de la Universidad javeriana de Cali Cómo te encuentras el día de hoy  Ah muy bien muchas gracias  de bueno saberlo señorita Paula el motivo de mi llamada es porque has mostrado interés en nuestro diplomado en acompañamiento en procesos integradores de vida quería consultarte si presentabas alguna duda alguna inquietud sobre nuestro programa  okay  Sí sí me interesa hacer Estoy en proceso de hacer diplomados eh o a futuro una especialización entonces quería saber si diplomado virtual es presencial  vale Te oriento mira este diplomado se va a desarrollar de manera eh online es decir clases en vivo por tiempo por en tiempo real por medio de la plataforma de zoom estaría Iniciando el 25 de mayo y finalizando el 5 de agosto son 100 horas que se distribuyen de la siguiente manera  los jueves y viernes de 6 de la tarde a 9 de la noche y los sábados de 9 de la mañana a 12 del día como te mencionaba por medio de la plataforma de zoom allí vas a interactuar en todo momento con el docente y los demás participantes del programa y se manejan Por lo general dos valores el valor Real del programa total es de 1,900,000 pesos pero hasta el 12 de mayo se maneja valor de descuento por pronto pago y este valor es de 1,712,808 pesos y va dirigido a todas las personas que son agentes de Pastoral maestros en todas las eh en todos los grados de Educación psicólogos integradores líderes o gestores sociales en diferentes grupos humanos colaboradores de la de la compañía de Jesús o directivos asesores o consejeros académicos Okay dice  Ese es el público objetivo del programa  Bueno listo esto esto funciona o sea son las clases y lo mismo se ponen Aquí a ver es un cronograma para entregar actividades es correcto y donde vas a estar en todo momento interactuando eh profundizando temas con los docentes de manera eh remota  para alguna plataforma eh que no aprendí de Aprender a usar o las actividades se presenten directamente a un docente o cómo funcionan  es decir una vez eh De pronto supongamos que estás interesada en el programa y una vez estás inscrita Eh más o menos uno o dos días antes del inicio del programa te va a llegar información con el enlace para conectarte a la clase eh por medio de la plataforma de zoom y te va a llegar otro enlace que es para poder conectarte eh o ingresar más que nada pues a la plataforma donde los docentes van montando información o van montando material de estudio material de talleres y demás para ir profundizando en la clase o para que sean o que sean enviados simplemente para luego tomar en la próxima clase Ah okay Listo ya voy a  pero no debes de aprender a utilizar alguna plataforma okay  Claro que sí  a Okay yo voy a voy a consultarnos en la casa vivo el precio como todo lo que se me acaba de decir a ver y cualquier cosa sin embargo envíen esa información al WhatsApp  eh Bueno ya te comparto la información vía WhatsApp no te preocupes del número que te voy a enviar la información es mi WhatsApp corporativo Cualquier duda o inquietud que presentes me la puedes notificar por ese medio no hay ningún inconveniente señorita Paula  Ah bueno Y de paso Me pueden enviar de pronto si otros la universidad por favor Y sobre todo en la parte psicológica infancia educativa organizacional lo que haya de pronto que hay disponible  vale Te voy a compartir ya te acabé de compartir la información de este programa te voy a compartir el enlace donde vas a poder filtrar por tema de interés o área de interés para que así mismo eh puedas ver cuál es la oferta general de de la universidad que hay disponible en cualquiera de las áreas eh que de pronto te llamen la atención o de interés general que prácticamente viene siendo programas de Excel eh redacción de redacción para profesionales eh habilidades para hablar en público para que tengas pues como una amplia gama de que puedas eh ver que te llame la atención en este momento  Ah vale una señal Muchas gracias  listo listo Muchas gracias  Claro que sí es con todo gusto cualquier duda inquietud me notificas en el programa que estés interesada me puedes notificar y yo te oriento en todo el tema del proceso de inscripción al programa no hay ningún inconveniente a ti a ti por atender mis llamadas pero tengas un excelente final de semana  vale chao  que estés muy bien Hasta luego;No
 Aló muy buenos días Por favor la señora Diana López con ella  señora Diana mucho gusto habla con Ingrid bejarano de la Universidad de Cali cómo está  bien Sí señora y usted  Muy bien gracias señora Dayana Gracias por atender mi llamada y te comento el motivo es porque estás interesada en nuestro seminario en concepto de nómina que inicia el próximo 23 de mayo estamos ya en cierre de inscripciones y queremos confirmar su participación saber si logró realizar el proceso de inscripción o si tuvo algún inconveniente para ayudarla  pero yo estaba averiguando precios y no me llegó precios Cómo es la modalidad  a tu WhatsApp te tuvo que haber llegado de pronto la información y a su correo electrónico de pronto realizaste un correo no deseados  no no no he revisado  listo Bueno te comento pues nuestro seminario tiene una variación de 21 horas inicial 23 de mayo finaliza el 6 de junio los horarios de clase es modalidad online es con encuentros en vivo con el docente y se va a desarrollar martes miércoles y jueves de 6:30 de la tarde a 9:30 de la noche normalmente el seminario tiene un valor de inversión de 400,000 pesos pero hasta agotar cupos o hasta el 10 de mayo te queda con un descuento de pronto pago en 360,591 pesos no pero por el momento no  no no estaré pendiente para la prosa  no lo puedes tomar Me indicas por favor el motivo  no no no señora no no cuento con el recurso para esa fecha no  Perfecto Bueno igual estaremos entonces atentos para el próximo que es en el mes de noviembre bueno  Vale con mucho gusto que tenga un excelente día hasta luego  vale vale Muchísimas gracias hasta luego;No
Aló muy buenos días Por favor Sandra Castel blanco Sí con ella  muy buenos días Sandra Sebastián Velázquez de la Universidad javeriana de Cali Cómo estás  Muy bien gracias  Ah bueno Me alegra muchísimo Sandra el motivo de mi llamada es porque sabemos que estás interesada en nuestra especialización en injerencia social correcto  sí  perfecto Sandra Tú ya tuviste previo acceso a la información de este programa O aún no  No aún no  okay Sandra respondes 5 minutos en estos momentos para asesorarte  no tú me puedes enviar la información Quisiera saber si esta es virtual totalmente  ah  Ah okay Ya te envío entonces toda la información por escrito y no Sandra ese programa nosotros lo dictamos 100% de manera presencial acá en la Ciudad de Cali  no Entonces no Me sirvo porque yo Armenia  Okay y teniendo en cuenta señora Santa los horarios o sea es decir las clases Las tendrías los días jueves viernes y sábados durante toda la jornada pero las clases van a ser cada 3 semanas teniendo en cuenta los horarios te sigue quedando complejo el traslado Señora Sandra  cada tres semanas  Sí señor Las clases son jueves viernes y sábados durante toda la jornada Es decir estudiarías de 8 de la mañana a 6 de la tarde pero como te digo las clases van a ser cada 3 semanas es decir casi una vez al mes  ya bueno Envíame la información y yo analizo vale  Dale Sandra por favor valida el tema de la B que nos comunicaremos nuevamente para solucionar posibles dudas listo  Dale Sandra Que tengas un buen día  Okay listo Muchísimas gracias buenas tardes;No
Sí buenos días le habla Cristian Lozano en que puedo ayudarle la Cristian Buenas tardes hablas con Maira te llamo porque yo tengo un proceso de la década del icetex con las tics para el cambio y ya pues se hizo como que todo el proceso con el ya me pudieron legalizar la documentación entonces quería saber como qué procede con la con la universidad ahora para el diplomado  Ya firmaste todas las garantías con el codeudor y demás  y ya hiciste la inscripción en la página de la universidad hacia el programa que estás interesada que es growth marketing cierto  Sí sí la hice de hecho me han Sí de hecho me han estado llamando eh pero luego de que firmeza les dije como que Ajá que no había adelantado el proceso más nada porque ellos me estaban ustedes me estaban diciendo que me faltaba garantías yo hice como que bueno todo el proceso de petición con el icetex porque le faltaba mandarme eso y ya los terminamos Entonces sí quisiera saber qué procede ahora con la universidad  solamente Debes esperar eh el correo electrónico que te lo estaré enviando una un día antes del inicio del programa  y no hay una manera de que tú me puedas verificar que ya todo está bien con mi proceso como para quedarme tranquila yo no tengo acceso a la parte de la de icetex pero sí estoy viendo en este momento que si estás como eh una de las personas pues eh con el proceso terminado Por así decirlo con la universidad solamente faltaría una un proceso interno entre icetex la universidad y que te estarían enviando el correo electrónico un día antes del inicio del programa Y cómo sale si no tienes mi nombre mi cédula  Tu nombre es Mayra Jiménez Mendoza  y diligente así es bueno entonces si te crees está bien  lo hice porque estoy mirando te busqué desde directamente desde tu número de teléfono  Ah claro una persona proactiva bueno perfecto  bueno Muchas gracias  vale Igualmente cualquier duda inquietud que tengas te puedes volver a comunicar Igualmente en la universidad pero sí debes de esperar es un día antes del inicio del programa de la fecha de inicio es decir ejemplo  Qué es septiembre cierto  dame un segundo  bro marketing  tuma ya se le acabaron las mesitas  Erika ya se le acabaron los medios  no septiembre es el diplomado el curso inicia el 11 de Julio es decir el 10 de julio te estaría llegando información respecto del programa  Ah perfecto listo Entonces yo quedo pendiente  es decir el lunes 10 de julio  perfecto  Igualmente cuando llegue ese día estás pendiente al correo electrónico tanto en la bandeja de spam como en la bandeja de correos no deseados en ocasiones suelen llegar allí los mensajes que envía la universidad  vale muchas gracias  vale que estés muy bien señorita Maira que estés bien vale Hasta luego  bueno Igualmente hasta luego;No
Aló muy buenos días Sí muy buenos días me comunico con el señor Andrés Ruiz  le habla bri Osorio le estoy llamando de la universidad javeriana Cali Sí señora  Sí el motivo de mi llamada señor Andrés es porque está interesado en el diplomado de derecho de tránsito Queremos saber si continúa con este interés  no pero ahorita no lo he dejado lo pospongo para una nueva fecha por ahora  cuál sería el motivo  eh No preocupaciones Entonces no me da y la verdad tocaría para hacerlo hasta luego  Ah bueno señor entonces apenas tengamos una nueva apertura le enviamos la información  vale Sí muchas gracias por llamar  bueno con mucho gusto hasta luego  hasta luego;No
aló Aló buenas Buenos días  Buenos días  me comunico con Joana guacales  quién habla  Joana le habla de la universidad javeriana Cali Cómo estás  muy bien Muchísimas gracias  Bueno me alegro mucho el motivo de mi llamada es porque sabemos de su interés en la especialización en gestión de las artes y la cultura Y en este momento Joana me gustaría brindarte información del programa e indicarte Cómo puedes hacer el proceso de inscripción o si ya cuentas con la información validar qué dudas tienes  sí  Ah bueno señor  y pues este momentico me encuentro muy ocupada Yo soy docente y estamos en evaluaciones estudiantiles y tengo unos cuantos minutos Entonces que me pueden llamar por la tarde les agradecería listo  Sí ajá el próximo sábado  Bueno señora Bueno hoy no podría ser posible en la tarde porque no estaría mi jornada laboral pues yo ve que había apuntado que el sábado en la mañana pero entonces si gusta eh si usted está interesada yo le puedo enviar Ah bueno agendamos una llamada para el próximo sábado y lo voy enviando la información por WhatsApp y por ahí si gusta me puede hacer cualquier tipo de consulta Bueno si se le dificulta la llamada Bueno no que esté muy bien Hasta luego;No
aló muy buenos días me comunico con Jenny Peña  sí  le hablanta de la Universidad javeriana de Cali Cómo se encuentra  bien Sí señora  me alegra muchísimo señora Jeni nos estamos comunicando por su interés en el seminario en Excel intermedio y avanzado  sí  Aún se encuentra interesada en este seminario  sí qué costo tiene  usted se encuentra en la Ciudad de Cali  no Bogotá  es presencia  Ah okay se lo preguntaba porque precisamente se va a dictar de manera presencial Sí señora  ah  no Ay sí grabé  Sí señora pues que tenemos pensado que en el mes de agosto posiblemente aperture de manera online si gusta pues puedo dejar la anotación y contactarla para ese momento  Sí claro que sí  Bueno señora Muchas gracias Por recibir mi llamada que tengo un excelente día Igualmente hasta luego  el ego;No
 aló Carolina se escucha mejor  Sí ahora sí  Bueno y como le decía el proceso ya tenemos inscripciones abiertas para el programa van hasta el 26 de mayo el programa dura 3 meses el valor por semestre está en 11,953,000 pesos y el valor de los derechos de inscripción es de 143,000 pesos Las clases son de manera mensual una semana al mes desde el día miércoles hasta el día domingo de 8 de la mañana hasta las 6 de la tarde en este programa vamos a dominar herramientas para realizar investigaciones aplicados en procesos de salud enfermedad de atención vamos a poder manejar categorías sociales como es el género y la interculturalidad vamos a estar en la capacidad de crear e implementar programas orientados al mejoramiento en los procesos del sistema de salud tanto a nivel local regional y nacional y vamos a adquirir competencias para resolver problemas sociosanitarios presenta alguna duda  señora Carolina;No
aló muy buenos días me comunico con la señora Karen Dayana  Sí buenos días con ella  aló  Karen Dayana te hablatorio sí te habla bri Osorio de la universidad javeriana Cali Cómo te encuentras el día de hoy  bien gracias  sí revisé  el motivo de mi llamada señora Karen es porque usted mostró interés en el curso de certificación en cine antropometría nivel uno es el curso de la medición eh corporal quería saber si usted ya validó toda la información si está interesada o Si desea que le ayudemos con el proceso  sí revisé pero en el momento no no tengo todo el dinero  ya le entiendo señora Karen Bueno entonces Esperamos contar con usted nuestro próximo seminario que sería ya a finales de este año  vale perfecto  bueno que esté muy bien  Hasta luego  muchas gracias hasta luego;No
aló  aló Hola Muy buenos días hablo con darlinda  no hablo con la mamá  cómo está habla con Natalia de la Universidad javiana de Cali Cómo se encuentra  muy bien gracias a Dios  Qué bueno Mira el Mote de mi llamada es porque sabemos que darlin está interesado en el programa de ingeniería industrial quería validar si tienen alguna duda o inquietud acerca del programa  ah  Ah pero señorita ahora no ahorita no porque ya no no está después ya que la llame cuando llegue  Ah bueno señora estaría bien si le dejo un mensaje mientras por WhatsApp y en caso yo me contacta nuevamente  Bueno señora bueno  bueno Es usted muy amable que esté muy bien Que tenga un feliz día  bueno igualmente  hasta luego Muchas gracias  hasta luego;No
 Hola buenos días a la universidad javeriana de Cali hablo con Melanie Sí buenos días  Hola Mira el motivo en mi llamada es pues primero felicitarte porque ha sido admitida en el programa de artes visuales y segundo quería consultar contigo cómo vas con tu proceso de matrícula financiera  Eh pues ya pagué el el semestre  vale Bueno en ese caso pues aquí todavía no me registra el pago entonces pues para ya mejor agilizar todos los procesos ya que queden aquí en el sistema el profesional Juan David mera te va a enviar un mensajito y pues por ahí le puedes enviar el comprobante vale  de hecho te iba a preguntar algo  Cuéntame  Es que lo que pasa es bueno artes visuales pues es más barata que comunicación no  y a mí me dijeron que cambio de carrera pues no tenía ningún costo y pues que a pesar de la fecha pues no me iban a pagar No me iban a cobrar extra O sea que me iban a cobrar normal pues como si ingresara por primera vez y y todo eso no  sí  pero resulta que pues me cobraron como 1,800,000 pesos de más de lo que vendría siendo la Pues el pago del semestre vale Bueno pues todos esos procesos de parte financiera debes hacerlo a través de facturación y tesorería para que en ese caso te hagan la devolución de ese millón que me estás comentando que se te cargó listo  entonces pues en el mensaje que te envía Juan David pues va a estar el correito para que puedas enviar Ya pues como todas tus inquietudes listo vale  vale Bueno muchísimas gracias por atender la llamada y que tengas buen día  vale muchas gracias;No
días le habla Ingrid que le puedo ayudar has me un favor es que no me ha dejado pagar por PC el recibo y ya hoy no me aparece Y entonces necesito una copia para pagarlo eh en un banco  claro  Sí señora  necesitas actualizar también la fecha del recibo usted puede es para usted Usted es el estudiante Ah bueno si gusta le puedo indicar Cómo actualizar la fecha del recibo por el onegate  Ah perfecto por favor  No yo tengo el no te preocupes Ya estoy entrando  Bueno entonces usted ingresa su One Gate eh De pronto tiene dónde apuntar la ruta le voy dictando Ah bueno entonces ingreso esos autoservicio estudiantes  eh listo entonces ingreso a  eh Espérame Leo  autoservicio estudiantes  autoservicios estudiantes Sí donde dice recibo de otros conceptos  Sí señora  señor  luego recibo de varias cuotas  sí  sí  te vas a actualizar la fecha si te da la opción allí te debe aparecer algo de actualizar Entonces le das eh calcular interés  y luego le das guardar  Sí y listo y la voy a imprimir  sí señor  listo voy a ir a pagar ahorita ya con esos recibos Muchas gracias  bueno señor con mucho gusto que esté muy bien Hasta luego;No
buenos días Adriana Cali Soto con quién tengo el gusto Hola buenos días estás comunicado con Óscar jubinado yo estoy inscrito para presentarme a examen el día lunes  eh estoy llamando porque el correo que tengo registrado se me dañó y no me había dado cuenta me imagino que debe llevar más de una semana dañado y no sé en En qué a qué salón o o qué me tengo que presentar el día lunes  el el problema es que hoy no están trabajando las facultades se comunicar directamente con la facultad ya el día lunes a partir de las 8 de la mañana  okay O sea porque el en en la página de las inscripciones como tal dice que sale informática eso me imagino que deje en el campus sí de la universidad  sí señor  pero no dice ningún horario eh la la universidad empieza a trabajar desde las 7 de la mañana  eh pero las facultades de las 8  pero la sala de informática empieza desde las 7 cierto Ah sí sí señor  vale o sea que en dado caso si yo me presento antes de las 7 y estoy en la sala no se supone que no debería tener ningún problema cierto  sí señor  vale eh Bueno muchísimas gracias Qué pena haberlo molestado  bueno con gusto hasta luego  hasta luego;No
aló el señor Juan  señor Juan no no se encuentra  eh con quién tengo el gusto de hablar  con la mamá  Buen día hablas con Luis Carlos de la Universidad javeriana de Cali Cómo estás  muy bien muchas gracias  vale  aún no me alegra el Mostrar mi llamado es porque pues el señor Juan está interesado en un curso llamado coles ya le habíamos enviado una información quería saber qué decisión han tomado  okay  Sí la la estamos mirando por eso no te he contestado nada porque la estamos mirando y es como un semestre Entonces no sé cómo vaya a cuadrar con con el colegio  En qué estado está  él está en décimo en este momento  Ajá  okay O sea que todavía Le faltaría el grado 11 Pues básicamente Eh sí es un semestre cero es como para las personas que ya estén Terminando su grado 11 a menos que el colegio les dé permiso como para asistir acá vean el curso vean las materias eh Y se vuelvan a a estudiar pues eh al colegio ya me dirán si de pronto quieren dejar ya para un próximo año  listo dale con mucho gusto Gracias hasta luego de pronto para el próximo año y tenemos tiempo como de mirarlo bien Igual te agradezco muchísimo bueno que estés muy bien Hasta luego;No
 Hola buenos días muy buenos días tengo el gusto de hablar con el señor Héctor lafont  Sí de parte  señor Héctor le habla Cristian Lozano de la Universidad javeriana de Cali Cómo se encuentra el día de hoy  Cómo te encuentras  muy bien muchas gracias por preguntar Me alegra que también estás muy bien señor Héctor el motivo de mi llamada Es porque me llega la notificación de que has mostrado interés en el seminario en programación de macros en Excel quería consultarte si de pronto tienes alguna duda alguna inquietud sobre este programa  el costo qué costo tiene  se manejan dos valores Señor Héctor el valor del programa es de 650,000 pesos pero hasta la fecha del 14 de junio se maneja un valor con un descuento aplicado por pronto pago y este valor sería de 585,961 pesos  Ajá 14000 pesos  señor  el descuento es del 10% Es aproximadamente como 14,000 pesos Sí es correcto  Okay listo  Dale pues yo  Ah okay  Perdón 14,000 pes no son 650,000 y el descuento es de 585,000 961 pesos  es correcto  perfecto  okay Ya ahora sí00000  perfecto Señor Héctor un feliz día Muchas gracias por atender mi llamada  que esté muy bien Hasta luego;No
Buenos días Universidad javeriana de Cali que le puedo ayudar Hola buenos días Eh Mira estoy interesado en averiguar Para cuándo tienen las inscripciones abiertas para el programa de gastronomía  en este momento ya se encuentran abiertas caballero  pero se puede empezar en el segundo semestre de este año o es anual  correcto es para empezar es para empezar en el segundo semestre para el mes de agosto aproximadamente  para el mes de agosto O sea que a la fecha ya puedo empezar las inscripciones a hacer el trámite de la inscripción  correcto correcto Tú ya tienes tu puntaje de lifes  eh yo me gradué hace muchos años y hace poco llegué otra vez a Colombia y entonces quería como estudiar otra carrera  hace muchos años es más o menos qué año antes o después  en el 2012 me gradué me gradué en el 2012  claro  2012 podrías indicarme cuál fue tu puntaje en ese momento  yo no me acuerdo pero ahorita Estaba chequeando la página y piden que para antes del 2014 sea mayor a 250 si no estoy mal aquí tengo la página  si son como 310 puntos  yo creo que sí los tengo obviamente  después después del 2014 si son 250  Bueno entonces  Okay no yo creo que sí sí sí sí Igual yo yo estoy en la javeriana hace unos años pero no me gradué  bueno Entonces en ese caso Sí debes validar pues tu puntaje porque si no cumples con ese requisito no podrías de pronto hacer la inscripción tendrías que volver a presentar el Excel  Okay entonces sería superior a 310  el el el puntaje cierto que se suman todas las materias y tiene que dar supera 310 porque yo me acuerdo que era por materia en el centro entonces  la complementaria  Así es a excepción de una que es como una que no me acuerdo cómo se dice una que es como de relleno la complementaria exacta Sí señor a excepción de esa  Ajá así como la complementaria  listo entonces hago la suma y si supero los 310 puedo realizar la inscripción  Ajá  correcto la inscripción se realiza por la página de la universidad Allí está el proceso debes inscribirte llenar un formulario y adjuntar la documentación que te piden  okay  De pronto es posible Tener esa información por el correo en cuanto a precios eh En qué fecha empieza el el programa bueno  bueno  para tener eso presente de verdad lo necesito es que en la página no dice Cuándo empieza cuándo arranca  es que todavía no se encuentra esa información porque apenas como te indico están en proceso de inscripciones es más o menos la primera semana de agosto que iniciarían las clases pero Digamos que cada facultad tiene eh las fechas si gustas te puedo regalar el número del profesional a cargo del programa de gastronomía para que estés atento con ella y te pueda brindar toda la información Permíteme un momento  entonces O sea la puedo llamar  eh Le escribes por WhatsApp  Ah listo Dale  ya te lo doy Permíteme un momento  Bueno mira el profesional a cargo de este programa se llama Juan David mera  el número es 305  239 305 239  051  0501  Sí él ya te brinda la información Igualmente en la página de la universidad también está pues como toda la información de precios semestres y demás  Sí sí sí pero no no sale la fecha de inicio y es importante ustedes no arrancan todas las carreras al mismo tiempo  antes sí  sí  no por ejemplo más que todo para medicina y nutrición ellos arrancan antes de hecho las inscripciones de ellos sí cierran en en junio el 4 de junio Entonces ya él te brinda como toda la información de inicio y demás vale  okay  bueno chico  bueno con gusto feliz tarde que estés bien  Bueno muchísimas gracias muchas gracias por la información vale Igual para ti Bye;No
aló Buenos días;No
una señorita Carol Sí señor bueno  hablas con Luis Carlos de la Universidad de Cali Cómo estás  Muy bien gracias a Dios  señor  Ah bueno bien también gracias a Dios señorita llamada es porque estás interesada en un curso llamado javiana coles el cual te va a ayudar a saber qué carrera Universitaria tomar ya te han contado de él el motivo de mi llamada es porque estás interesada en un curso llamado Adriana coles el cual te va a ayudar a saber qué carrera Universitaria tomar cuéntame ya sabes del programa  Okay entonces cuándo te podría volver a llamar  eh señor pero en este momento estoy ocupada en clases no podría  por la tarde podría ser  No pero otro día entre semana porque ya terminamos sesión hasta las 12  Ah pues el el miércoles  a qué horas  o el lunes  a qué horas disculpa  el miércoles después de la bola después de la 1  listo Bueno pues hasta luego que estés muy bien  bueno Muchas gracias;No
aló Buenos días tengo el gusto de hablar con la señora Dana  Sí señora  mucho gusto Mi nombre es Valentina serna Me estoy comunicando de la universidad cómo está  Muy bien gracias  bueno el motivo de mi llamada es porque va a presentar interés para especialización traumatología y deseo brindar información del programa en el momento puedo atender la llamada  no en este momento me quedó muy difícil  en qué horario Me podría comunicar para brindar la información  después de mediodía te parece  el lunes estaría bien  eh los sábados Solo laboramos hasta el mediodía que otro día y en qué otro horario Me podría comunicar en la mañana o en la tarde  y en la mañana  en la mañana perfect entonces de lunes aviso de las 9:30 nos comunicamos  listo Muchas gracias  bueno que tenga buen día hasta luego  gracias;No
